wavelength_nm,R,T,A
6.380000000000000000e+02,2.351628506211957403e-01,6.050586291486158286e-03,7.587865630873180667e-01
6.389999999999998863e+02,2.410134913310520433e-01,6.315393263030781926e-03,7.526711154059172459e-01
6.400000000000000000e+02,2.328915089821503859e-01,6.713287649791293762e-03,7.603952033680583256e-01
6.409999999999998863e+02,2.316604711146446616e-01,7.071822487555367784e-03,7.612677063978000591e-01
6.420000000000000000e+02,2.418093398270264593e-01,7.336884132454941226e-03,7.508537760405186168e-01
6.429999999999998863e+02,2.379405285131346304e-01,7.751649086802601778e-03,7.543078224000627774e-01
6.439999999999998863e+02,2.293139296458069909e-01,8.241001154679163110e-03,7.624450691995138252e-01
6.450000000000000000e+02,2.387734929652371163e-01,8.554900053299015206e-03,7.526716069814638477e-01
6.459999999999998863e+02,2.436392897042139183e-01,8.930606412172423583e-03,7.474301038836136390e-01
6.469999999999998863e+02,2.312383996939783581e-01,9.536868351476348454e-03,7.592247319545452067e-01
6.480000000000000000e+02,2.325784194837832164e-01,1.000215865874454907e-02,7.574194218574722415e-01
6.490000000000000000e+02,2.459612551171509454e-01,1.032114031990751662e-02,7.437176045629415588e-01
6.499999999999998863e+02,2.385638857413307501e-01,1.094400239906853124e-02,7.504921118596006302e-01
6.510000000000000000e+02,2.276380368136164400e-01,1.165795649275055100e-02,7.607040066936330280e-01
6.520000000000000000e+02,2.413941402463441466e-01,1.202157296889979667e-02,7.465842867847559683e-01
6.529999999999998863e+02,2.476243858213203475e-01,1.236693020795483558e-02,7.400086839707248343e-01
6.540000000000000000e+02,2.318401027016870897e-01,1.294519366721999867e-02,7.552147036310928874e-01
6.549999999999998863e+02,2.297470105798782580e-01,1.330939290280395461e-02,7.569435965173177960e-01
6.560000000000000000e+02,2.472254762044376886e-01,1.333275010622915480e-02,7.394417736893331705e-01
6.570000000000000000e+02,2.462180052217820547e-01,1.368193950678870535e-02,7.401000552714291914e-01
6.579999999999998863e+02,2.285155930690110637e-01,1.435367368267924382e-02,7.571307332483097063e-01
6.590000000000000000e+02,2.334109922084572908e-01,1.461942748358695948e-02,7.519695803079557983e-01
6.599999999999998863e+02,2.512866743508185285e-01,1.463038024877630350e-02,7.340829454004051957e-01
6.609999999999998863e+02,2.438792943195103036e-01,1.513780518450795476e-02,7.409829004959818111e-01
6.620000000000000000e+02,2.264463629583459703e-01,1.587068293318850618e-02,7.576829541084655339e-01
6.629999999999998863e+02,2.375012058784244928e-01,1.603009064921482110e-02,7.464687034723607173e-01
6.639999999999998863e+02,2.541921146722791458e-01,1.606012162975142127e-02,7.297477636979693427e-01
6.650000000000000000e+02,2.414337082495874864e-01,1.673161208711170661e-02,7.418346796633008555e-01
6.660000000000000000e+02,2.253497884280936114e-01,1.750562065548619262e-02,7.571445909164201682e-01
6.669999999999998863e+02,2.413076760764846229e-01,1.756267655376433229e-02,7.411296473697510656e-01
6.680000000000000000e+02,2.563766510000920484e-01,1.762646342833367949e-02,7.259968855715743796e-01
6.690000000000000000e+02,2.394408094237633622e-01,1.846116854826064871e-02,7.420980220279760342e-01
6.699999999999998863e+02,2.247289306958097643e-01,1.927517454049751389e-02,7.559958947636926663e-01
6.710000000000000000e+02,2.444116265499908791e-01,1.923758254271390467e-02,7.363507909072951607e-01
6.719999999999998863e+02,2.583363132852488087e-01,1.932985251660357742e-02,7.223338341981476729e-01
6.730000000000000000e+02,2.382579528018486381e-01,2.032510104158749553e-02,7.414169461565638386e-01
6.739999999999998863e+02,2.240902006150651271e-01,2.120042428440010659e-02,7.547093751005348183e-01
6.749999999999998863e+02,2.465453004410962101e-01,2.107593005197757469e-02,7.323787695069261527e-01
6.760000000000000000e+02,2.604778301874218771e-01,2.116953171160838865e-02,7.183526381009697204e-01
6.769999999999998863e+02,2.381722988121945939e-01,2.232054686139824107e-02,7.395071543264071234e-01
6.779999999999998863e+02,2.230796704291390931e-01,2.330362802043466075e-02,7.536167015504262601e-01
6.790000000000000000e+02,2.474431925892606188e-01,2.310301502491824560e-02,7.294537923858210871e-01
6.800000000000000000e+02,2.630235656097049679e-01,2.314684373540082732e-02,7.138295906548941527e-01
6.809999999999998863e+02,2.395191725526962523e-01,2.443954900414246206e-02,7.360412784431612510e-01
6.820000000000000000e+02,2.215871407624292466e-01,2.560382374284088380e-02,7.528090354947298835e-01
6.830000000000000000e+02,2.467367008430574882e-01,2.535254385412926900e-02,7.279107553028133504e-01
6.839999999999998863e+02,2.659139604357128039e-01,2.527051151309522847e-02,7.088155280511919676e-01
6.850000000000000000e+02,2.427274713810763096e-01,2.666598542390402962e-02,7.306065431950196087e-01
6.859999999999998863e+02,2.198812604240653057e-01,2.810900393863808092e-02,7.520097356372965614e-01
6.870000000000000000e+02,2.439405216985292557e-01,2.786958120323028421e-02,7.281898970982404462e-01
6.879999999999998863e+02,2.686864883113228020e-01,2.756526862474472858e-02,7.037482430639324660e-01
