wavelength_nm,R
6.859999999999998863e+02,3.943076173727299016e-01
6.870000000000000000e+02,3.930402635790046784e-01
6.879999999999998863e+02,3.917429080180332979e-01
6.889999999999998863e+02,3.904161239233734926e-01
6.900000000000000000e+02,3.890611009473298743e-01
6.909999999999998863e+02,3.876768719138178332e-01
6.919999999999998863e+02,3.862637019979020536e-01
6.930000000000000000e+02,3.848218567430274351e-01
6.939999999999998863e+02,3.833516022271443724e-01
6.949999999999998863e+02,3.818532052280542155e-01
6.960000000000000000e+02,3.803269333879220060e-01
6.970000000000000000e+02,3.787740355729694586e-01
6.979999999999998863e+02,3.771947043166437030e-01
6.990000000000000000e+02,3.755882049033145154e-01
6.999999999999998863e+02,3.739548101192324281e-01
7.009999999999998863e+02,3.722947944338405035e-01
7.020000000000000000e+02,3.706084341592754128e-01
7.029999999999998863e+02,3.688960076085414097e-01
7.040000000000000000e+02,3.671577952522948607e-01
7.049999999999998863e+02,3.653886056001311444e-01
7.059999999999998863e+02,3.635887269013229894e-01
7.070000000000000000e+02,3.617639230395114369e-01
7.079999999999998863e+02,3.599144855728895753e-01
7.089999999999998863e+02,3.580407090125402036e-01
7.100000000000000000e+02,3.561428909688812428e-01
7.110000000000000000e+02,3.542213322960106048e-01
7.119999999999998863e+02,3.522763372338577059e-01
7.130000000000000000e+02,3.503247408062997725e-01
7.140000000000000000e+02,3.483751636945124353e-01
7.149999999999998863e+02,3.464031461448626170e-01
7.160000000000000000e+02,3.444090026197393906e-01
7.169999999999998863e+02,3.423930514792811186e-01
7.180000000000000000e+02,3.403556151076449487e-01
7.189999999999998863e+02,3.382970200364290303e-01
7.199999999999998863e+02,3.362175970651085644e-01
7.210000000000000000e+02,3.341011976209764534e-01
7.219999999999998863e+02,3.319452919183106254e-01
7.229999999999998863e+02,3.297692850017648336e-01
7.240000000000000000e+02,3.275735356511576546e-01
7.249999999999998863e+02,3.253584077301995836e-01
7.259999999999998863e+02,3.231242702897446084e-01
7.270000000000000000e+02,3.208714976668178842e-01
7.280000000000000000e+02,3.186004695792808983e-01
7.289999999999998863e+02,3.163115712159466630e-01
7.300000000000000000e+02,3.140254333093386863e-01
7.309999999999998863e+02,3.117437448870445937e-01
7.319999999999998863e+02,3.094455939177003789e-01
7.330000000000000000e+02,3.071313760250092284e-01
7.339999999999998863e+02,3.048014923897515716e-01
7.350000000000000000e+02,3.024563498085701130e-01
7.359999999999998863e+02,3.000963607474579908e-01
7.369999999999998863e+02,2.977219433897649314e-01
7.380000000000000000e+02,2.953335216785841766e-01
7.389999999999998863e+02,2.929074015407647780e-01
7.399999999999998863e+02,2.904681377576020518e-01
7.410000000000000000e+02,2.880161764769934574e-01
7.420000000000000000e+02,2.855519698093113012e-01
7.429999999999998863e+02,2.830759758372374812e-01
7.440000000000000000e+02,2.805886586188797160e-01
7.449999999999998863e+02,2.780904881840338128e-01
7.459999999999998863e+02,2.755819405234346542e-01
7.470000000000000000e+02,2.730651900349839178e-01
7.479999999999998863e+02,2.705542681748508982e-01
7.490000000000000000e+02,2.680344367944708095e-01
7.499999999999998863e+02,2.655061912863181939e-01
7.509999999999998863e+02,2.629700327678100580e-01
7.520000000000000000e+02,2.604264680278441935e-01
7.529999999999998863e+02,2.578760094656110669e-01
7.539999999999998863e+02,2.553191750215610401e-01
7.550000000000000000e+02,2.527564881004562003e-01
7.559999999999998863e+02,2.501884774864014949e-01
7.569999999999998863e+02,2.476233124866707991e-01
7.580000000000000000e+02,2.450537958832913754e-01
7.590000000000000000e+02,2.424804727125842163e-01
7.599999999999998863e+02,2.399038930520017432e-01
7.610000000000000000e+02,2.373391828984011132e-01
7.619999999999998863e+02,2.347723449186085165e-01
7.629999999999998863e+02,2.322039323911041508e-01
7.639999999999998863e+02,2.296345029449463337e-01
7.649999999999998863e+02,2.270646184075400531e-01
7.660000000000000000e+02,2.244994414221752610e-01
